location,date,new_cases_per_million,new_deaths_per_million,new_vaccinations_smoothed_per_million
Africa,2020-02-13,0,0,
Africa,2020-02-14,0.001,0,
Africa,2020-02-15,0,0,
Africa,2020-02-16,0,0,
Africa,2020-02-17,0,0,
Africa,2020-02-18,0,0,
Africa,2020-02-19,0,0,
Africa,2020-02-20,0,0,
Africa,2020-02-21,0,0,
Africa,2020-02-22,0,0,
Africa,2020-02-23,0,0,
Africa,2020-02-24,0,0,
Africa,2020-02-25,0.001,0,
Africa,2020-02-26,0,0,
Africa,2020-02-27,0,0,
Africa,2020-02-28,0.001,0,
Africa,2020-02-29,0,0,
Africa,2020-03-01,0.001,0,
Africa,2020-03-02,0.003,0,
Africa,2020-03-03,0.002,0,
Africa,2020-03-04,0.007,0,
Africa,2020-03-05,0.002,0,
Africa,2020-03-06,0.014,0,
Africa,2020-03-07,0,0,
Africa,2020-03-08,0.029,0.001,
Africa,2020-03-09,0.006,0,
Africa,2020-03-10,0.009,0.001,
Africa,2020-03-11,0.01,0,
Africa,2020-03-12,0.011,0.001,
Africa,2020-03-13,0.03,0.002,
Africa,2020-03-14,0.055,0.001,
Africa,2020-03-15,0.047,0.001,
Africa,2020-03-16,0.062,0,
Africa,2020-03-17,0.063,0.002,
Africa,2020-03-18,0.085,0.004,
Africa,2020-03-19,0.128,0.002,
Africa,2020-03-20,0.131,0.004,
Africa,2020-03-21,0.148,0.006,
Africa,2020-03-22,0.182,0.008,
Africa,2020-03-23,0.275,0.006,
Africa,2020-03-24,0.315,0.005,
Africa,2020-03-25,0.376,0.008,
Africa,2020-03-26,0.378,0.013,
Africa,2020-03-27,0.417,0.017,
Africa,2020-03-28,0.246,0.014,
Africa,2020-03-29,0.405,0.012,
Africa,2020-03-30,0.284,0.015,
Africa,2020-03-31,0.421,0.019,
Africa,2020-04-01,0.43,0.025,
Africa,2020-04-02,0.471,0.037,
Africa,2020-04-03,0.633,0.033,
Africa,2020-04-04,0.49,0.037,
Africa,2020-04-05,0.492,0.043,
Africa,2020-04-06,0.514,0.032,
Africa,2020-04-07,0.451,0.033,
Africa,2020-04-08,0.579,0.029,
Africa,2020-04-09,0.57,0.039,
Africa,2020-04-10,0.498,0.045,
Africa,2020-04-11,0.513,0.037,
Africa,2020-04-12,0.624,0.033,
Africa,2020-04-13,0.554,0.032,
Africa,2020-04-14,0.697,0.029,
Africa,2020-04-15,0.693,0.027,
Africa,2020-04-16,0.839,0.04,
Africa,2020-04-17,1.008,0.036,
Africa,2020-04-18,0.94,0.031,
Africa,2020-04-19,0.86,0.045,
Africa,2020-04-20,0.835,0.028,
Africa,2020-04-21,0.773,0.022,
Africa,2020-04-22,1.008,0.037,
Africa,2020-04-23,1.032,0.041,
Africa,2020-04-24,1.225,0.019,
Africa,2020-04-25,0.893,0.034,
Africa,2020-04-26,1.1,0.036,
Africa,2020-04-27,0.96,0.028,
Africa,2020-04-28,1.163,0.044,
Africa,2020-04-29,1.453,0.047,
Africa,2020-04-30,1.398,0.033,
Africa,2020-05-01,1.232,0.04,
Africa,2020-05-02,1.611,0.05,
Africa,2020-05-03,1.143,0.027,
Africa,2020-05-04,1.906,0.033,
Africa,2020-05-05,1.467,0.046,
Africa,2020-05-06,1.826,0.072,
Africa,2020-05-07,1.786,0.048,
Africa,2020-05-08,2.603,0.058,
Africa,2020-05-09,2.054,0.048,
Africa,2020-05-10,1.852,0.05,
Africa,2020-05-11,2.202,0.039,
Africa,2020-05-12,2.274,0.037,
Africa,2020-05-13,2.093,0.07,
Africa,2020-05-14,2.239,0.05,
Africa,2020-05-15,2.101,0.045,
Africa,2020-05-16,2.157,0.06,
Africa,2020-05-17,2.38,0.036,
Africa,2020-05-18,2.634,0.052,
Africa,2020-05-19,2.313,0.054,
Africa,2020-05-20,2.723,0.06,
Africa,2020-05-21,3.447,0.075,
Africa,2020-05-22,2.778,0.063,
Africa,2020-05-23,2.776,0.052,
Africa,2020-05-24,2.959,0.071,
Africa,2020-05-25,2.965,0.09,
Africa,2020-05-26,2.665,0.08,
Africa,2020-05-27,3.648,0.077,
Africa,2020-05-28,3.531,0.067,
Africa,2020-05-29,4.127,0.094,
Africa,2020-05-30,4.394,0.106,
Africa,2020-05-31,3.768,0.11,
Africa,2020-06-01,4.155,0.087,
Africa,2020-06-02,3.503,0.108,
Africa,2020-06-03,3.661,0.078,
Africa,2020-06-04,5.103,0.111,
Africa,2020-06-05,5.161,0.113,
Africa,2020-06-06,4.739,0.102,
Africa,2020-06-07,4.549,0.096,
Africa,2020-06-08,4.777,0.126,
Africa,2020-06-09,4.647,0.125,
Africa,2020-06-10,4.701,0.108,
Africa,2020-06-11,5.317,0.117,
Africa,2020-06-12,5.802,0.142,
Africa,2020-06-13,5.808,0.147,
Africa,2020-06-14,6.306,0.148,
Africa,2020-06-15,6.89,0.217,
Africa,2020-06-16,5.488,0.182,
Africa,2020-06-17,6.274,0.146,
Africa,2020-06-18,5.914,0.144,
Africa,2020-06-19,7.048,0.189,
Africa,2020-06-20,8.151,0.169,
Africa,2020-06-21,6.778,0.141,
Africa,2020-06-22,6.454,0.161,
Africa,2020-06-23,6.518,0.203,
Africa,2020-06-24,8.151,0.169,
Africa,2020-06-25,8.577,0.154,
Africa,2020-06-26,8.33,0.153,
Africa,2020-06-27,8.788,0.145,
Africa,2020-06-28,7.619,0.129,
Africa,2020-06-29,7.993,0.154,
Africa,2020-06-30,8.337,0.193,
Africa,2020-07-01,9.489,0.185,
Africa,2020-07-02,10.2,0.172,
Africa,2020-07-03,10.888,0.172,
Africa,2020-07-04,11.121,0.144,
Africa,2020-07-05,9.792,0.201,
Africa,2020-07-06,9.868,0.177,
Africa,2020-07-07,12.544,0.262,
Africa,2020-07-08,10.588,0.185,
Africa,2020-07-09,13.782,0.162,
Africa,2020-07-10,12.716,0.22,
Africa,2020-07-11,13.492,0.162,
Africa,2020-07-12,12.006,0.182,
Africa,2020-07-13,11.541,0.159,
Africa,2020-07-14,10.378,0.215,
Africa,2020-07-15,12.95,0.162,
Africa,2020-07-16,14.683,0.264,
Africa,2020-07-17,14.033,0.227,
Africa,2020-07-18,13.654,0.202,
Africa,2020-07-19,13.336,0.155,
Africa,2020-07-20,11.141,0.182,
Africa,2020-07-21,9.968,0.226,
Africa,2020-07-22,14.083,0.508,
Africa,2020-07-23,13.265,0.192,
Africa,2020-07-24,15.868,0.281,
Africa,2020-07-25,13.031,0.299,
Africa,2020-07-26,13.149,0.175,
Africa,2020-07-27,9.662,0.294,
Africa,2020-07-28,9.696,0.231,
Africa,2020-07-29,12.669,0.264,
Africa,2020-07-30,12.509,0.327,
Africa,2020-07-31,13.647,0.261,
Africa,2020-08-01,12.153,0.211,
Africa,2020-08-02,9.145,0.237,
Africa,2020-08-03,7.802,0.231,
Africa,2020-08-04,7.124,0.34,
Africa,2020-08-05,11.031,0.387,
Africa,2020-08-06,10.292,0.31,
Africa,2020-08-07,9.688,0.315,
Africa,2020-08-08,10.214,0.296,
Africa,2020-08-09,8.875,0.258,
Africa,2020-08-10,6.558,0.229,
Africa,2020-08-11,5.656,0.192,
Africa,2020-08-12,6.648,0.294,
Africa,2020-08-13,7.473,0.293,
Africa,2020-08-14,9.009,0.299,
Africa,2020-08-15,8.483,0.172,
Africa,2020-08-16,7.152,0.212,
Africa,2020-08-17,6.357,0.19,
Africa,2020-08-18,6.214,0.298,
Africa,2020-08-19,7.821,0.236,
Africa,2020-08-20,7.621,0.242,
Africa,2020-08-21,7.378,0.253,
Africa,2020-08-22,7.493,0.197,
Africa,2020-08-23,6.502,0.131,
Africa,2020-08-24,5.467,0.158,
Africa,2020-08-25,5.413,0.203,
Africa,2020-08-26,6.36,0.229,
Africa,2020-08-27,6.139,0.182,
Africa,2020-08-28,5.824,0.166,
Africa,2020-08-29,6.007,0.238,
Africa,2020-08-30,6.083,0.118,
Africa,2020-08-31,4.893,0.162,
Africa,2020-09-01,5.144,0.174,
Africa,2020-09-02,6.258,0.19,
Africa,2020-09-03,5.563,0.213,
Africa,2020-09-04,6.161,0.172,
Africa,2020-09-05,5.309,0.162,
Africa,2020-09-06,5.618,0.161,
Africa,2020-09-07,4.936,0.157,
Africa,2020-09-08,5.515,0.162,
Africa,2020-09-09,5.957,0.138,
Africa,2020-09-10,5.78,0.155,
Africa,2020-09-11,6.245,0.166,
Africa,2020-09-12,5.32,0.105,
Africa,2020-09-13,4.844,0.087,
Africa,2020-09-14,4.655,0.123,
Africa,2020-09-15,4.708,0.199,
Africa,2020-09-16,5.262,0.129,
Africa,2020-09-17,6.178,0.129,
Africa,2020-09-18,5.866,0.139,
Africa,2020-09-19,6.268,0.145,
Africa,2020-09-20,6.047,0.096,
Africa,2020-09-21,4.414,0.09,
Africa,2020-09-22,4.911,0.172,
Africa,2020-09-23,6.267,0.15,
Africa,2020-09-24,5.879,0.126,
Africa,2020-09-25,5.73,0.111,
Africa,2020-09-26,4.605,0.121,
Africa,2020-09-27,6.01,0.097,
Africa,2020-09-28,4.07,0.211,
Africa,2020-09-29,5.394,0.156,
Africa,2020-09-30,6.054,0.136,
Africa,2020-10-01,5.218,0.156,
Africa,2020-10-02,6.355,0.107,
Africa,2020-10-03,6.34,0.08,
Africa,2020-10-04,5.812,0.122,
Africa,2020-10-05,3.381,0.092,
Africa,2020-10-06,4.736,0.135,
Africa,2020-10-07,7.58,0.193,
Africa,2020-10-08,7.831,0.216,
Africa,2020-10-09,6.15,0.169,
Africa,2020-10-10,9.718,0.195,
Africa,2020-10-11,6.448,0.149,
Africa,2020-10-12,4.221,0.139,
Africa,2020-10-13,5.631,0.195,
Africa,2020-10-14,8.268,0.189,
Africa,2020-10-15,6.541,0.182,
Africa,2020-10-16,7.67,0.149,
Africa,2020-10-17,10.246,0.19,
Africa,2020-10-18,5.884,0.133,
Africa,2020-10-19,6.956,0.132,
Africa,2020-10-20,7.029,0.214,
Africa,2020-10-21,7.526,0.181,
Africa,2020-10-22,7.876,0.155,
Africa,2020-10-23,7.482,0.161,
Africa,2020-10-24,8.447,0.16,
Africa,2020-10-25,6.533,0.083,
Africa,2020-10-26,7.678,0.25,
Africa,2020-10-27,6.228,0.131,
Africa,2020-10-28,8.549,0.248,
Africa,2020-10-29,7.947,0.145,
Africa,2020-10-30,9.77,0.21,
Africa,2020-10-31,7.953,0.161,
Africa,2020-11-01,7.392,0.231,
Africa,2020-11-02,5.441,0.154,
Africa,2020-11-03,7.81,0.227,
Africa,2020-11-04,10.061,0.169,
Africa,2020-11-05,11.054,0.218,
Africa,2020-11-06,8.416,0.16,
Africa,2020-11-07,10.786,0.271,
Africa,2020-11-08,8.98,0.371,
Africa,2020-11-09,6.39,0.179,
Africa,2020-11-10,9.454,0.245,
Africa,2020-11-11,10.067,0.238,
Africa,2020-11-12,11.316,0.193,
Africa,2020-11-13,10.531,0.201,
Africa,2020-11-14,10.117,0.169,
Africa,2020-11-15,9.02,0.213,
Africa,2020-11-16,7.41,0.2,
Africa,2020-11-17,9.245,0.282,
Africa,2020-11-18,10.977,0.282,
Africa,2020-11-19,10.001,0.198,
Africa,2020-11-20,11.307,0.296,
Africa,2020-11-21,9.593,0.226,
Africa,2020-11-22,9.189,0.208,
Africa,2020-11-23,7.236,0.193,
Africa,2020-11-24,8.98,0.247,
Africa,2020-11-25,10.519,0.226,
Africa,2020-11-26,10.007,0.214,
Africa,2020-11-27,11.519,0.23,
Africa,2020-11-28,9.624,0.169,
Africa,2020-11-29,9.392,0.161,
Africa,2020-11-30,7.427,0.193,
Africa,2020-12-01,7.783,0.185,
Africa,2020-12-02,11.786,0.237,
Africa,2020-12-03,11.234,0.192,
Africa,2020-12-04,12.904,0.309,
Africa,2020-12-05,10.606,0.206,
Africa,2020-12-06,9.678,0.22,
Africa,2020-12-07,7.637,0.178,
Africa,2020-12-08,9.52,0.289,
Africa,2020-12-09,13.931,0.251,
Africa,2020-12-10,13.743,0.283,
Africa,2020-12-11,13.702,0.286,
Africa,2020-12-12,13.026,0.234,
Africa,2020-12-13,11.653,0.248,
Africa,2020-12-14,8.191,0.223,
Africa,2020-12-15,12.918,0.307,
Africa,2020-12-16,15.198,0.248,
Africa,2020-12-17,14.736,0.284,
Africa,2020-12-18,13.875,0.356,
Africa,2020-12-19,15.274,0.322,
Africa,2020-12-20,13.233,0.244,
Africa,2020-12-21,12.056,0.308,
Africa,2020-12-22,14.354,0.38,
Africa,2020-12-23,18.491,0.589,
Africa,2020-12-24,19.423,0.398,
Africa,2020-12-25,18.518,0.376,
Africa,2020-12-26,15.357,0.301,
Africa,2020-12-27,13.412,0.31,
Africa,2020-12-28,10.916,0.391,
Africa,2020-12-29,14.456,0.515,
Africa,2020-12-30,21.972,0.503,
Africa,2020-12-31,21.394,0.502,
Africa,2021-01-01,19.929,0.473,
Africa,2021-01-02,16.439,0.37,
Africa,2021-01-03,15.797,0.435,
Africa,2021-01-04,15.639,0.491,
Africa,2021-01-05,19.28,0.59,
Africa,2021-01-06,25.703,0.797,
Africa,2021-01-07,25.45,0.495,
Africa,2021-01-08,26.171,0.654,
Africa,2021-01-09,25.188,0.472,0
Africa,2021-01-10,22.722,0.427,0
Africa,2021-01-11,20.108,0.489,0
Africa,2021-01-12,18.723,0.772,0
Africa,2021-01-13,24.462,0.877,0
Africa,2021-01-14,24.596,0.756,0
Africa,2021-01-15,22.665,0.65,0
Africa,2021-01-16,19.77,0.475,1
Africa,2021-01-17,19.124,0.429,1
Africa,2021-01-18,16.1,0.521,1
Africa,2021-01-19,16.866,0.863,1
Africa,2021-01-20,20.351,0.662,1
Africa,2021-01-21,20.073,0.737,1
Africa,2021-01-22,18.659,0.699,1
Africa,2021-01-23,19.652,0.562,1
Africa,2021-01-24,14.494,0.465,1
Africa,2021-01-25,11.946,0.554,1
Africa,2021-01-26,13.363,0.73,1
Africa,2021-01-27,14.982,0.755,1
Africa,2021-01-28,14.922,0.715,2
Africa,2021-01-29,13.794,0.608,34
Africa,2021-01-30,12.833,0.441,34
Africa,2021-01-31,11.32,0.377,33
Africa,2021-02-01,9.114,0.366,40
Africa,2021-02-02,10.646,0.635,41
Africa,2021-02-03,11.105,0.51,42
Africa,2021-02-04,11.826,0.407,41
Africa,2021-02-05,11.442,0.393,42
Africa,2021-02-06,9.581,0.393,44
Africa,2021-02-07,8.576,0.256,45
Africa,2021-02-08,8.152,0.319,42
Africa,2021-02-09,8.11,0.502,43
Africa,2021-02-10,9.428,0.385,51
Africa,2021-02-11,8.559,0.356,58
Africa,2021-02-12,9.984,0.406,79
Africa,2021-02-13,7.851,0.252,102
Africa,2021-02-14,7.48,0.211,113
Africa,2021-02-15,7.067,0.338,125
Africa,2021-02-16,7.178,0.334,142
Africa,2021-02-17,8.737,0.289,147
Africa,2021-02-18,10.089,0.368,152
Africa,2021-02-19,7.932,0.276,140
Africa,2021-02-20,6.851,0.208,124
Africa,2021-02-21,6.831,0.242,116
Africa,2021-02-22,6.477,0.241,109
Africa,2021-02-23,5.567,0.338,101
Africa,2021-02-24,7.531,0.234,116
Africa,2021-02-25,8.881,0.256,132
Africa,2021-02-26,7.957,0.228,145
Africa,2021-02-27,5.625,0.243,153
Africa,2021-02-28,6.761,0.162,157
Africa,2021-03-01,6.312,0.226,161
Africa,2021-03-02,5.423,0.261,189
Africa,2021-03-03,7.802,0.198,176
Africa,2021-03-04,9.033,0.238,162
Africa,2021-03-05,6.131,0.162,154
Africa,2021-03-06,7.15,0.19,156
Africa,2021-03-07,6.085,0.166,154
Africa,2021-03-08,6.67,0.272,156
Africa,2021-03-09,5.605,0.208,156
Africa,2021-03-10,7.484,0.216,167
Africa,2021-03-11,10.932,0.232,173
Africa,2021-03-12,7.088,0.164,189
Africa,2021-03-13,7.419,0.211,200
Africa,2021-03-14,6.146,0.18,205
Africa,2021-03-15,6.118,0.222,219
Africa,2021-03-16,6.495,0.221,227
Africa,2021-03-17,7.891,0.199,222
Africa,2021-03-18,8.117,0.187,220
Africa,2021-03-19,9.064,0.391,205
Africa,2021-03-20,6.641,0.141,186
Africa,2021-03-21,6.561,0.164,179
Africa,2021-03-22,6.973,0.187,166
Africa,2021-03-23,6.174,0.231,155
Africa,2021-03-24,7.772,0.23,173
Africa,2021-03-25,9.03,0.279,191
Africa,2021-03-26,13.238,0.246,204
Africa,2021-03-27,6.894,0.139,213
Africa,2021-03-28,6.398,0.131,221
Africa,2021-03-29,6.999,0.226,231
Africa,2021-03-30,7.027,0.199,243
Africa,2021-03-31,9.12,0.182,233
Africa,2021-04-01,16,0.294,228
Africa,2021-04-02,9.387,0.177,217
Africa,2021-04-03,6.322,0.121,210
Africa,2021-04-04,6.859,0.195,206
Africa,2021-04-05,6.624,0.165,201
Africa,2021-04-06,6.903,0.169,194
Africa,2021-04-07,8.373,0.192,189
Africa,2021-04-08,12.075,0.252,188
Africa,2021-04-09,9.021,0.189,210
Africa,2021-04-10,6.976,0.16,211
Africa,2021-04-11,6.997,0.208,210
Africa,2021-04-12,7.334,0.187,210
Africa,2021-04-13,7.019,0.292,205
Africa,2021-04-14,9.999,0.264,201
Africa,2021-04-15,9.081,0.226,191
Africa,2021-04-16,8.657,0.22,192
Africa,2021-04-17,9.594,0.201,192
Africa,2021-04-18,6.716,0.181,194
Africa,2021-04-19,6.283,0.215,191
Africa,2021-04-20,7.269,0.295,190
Africa,2021-04-21,8.523,0.223,187
Africa,2021-04-22,8.956,0.22,183
Africa,2021-04-23,8.665,0.271,175
Africa,2021-04-24,7.291,0.17,167
Africa,2021-04-25,6.793,0.209,166
Africa,2021-04-26,4.927,0.213,165
Africa,2021-04-27,7.038,0.263,173
Africa,2021-04-28,6.821,0.244,189
Africa,2021-04-29,11.202,0.284,193
Africa,2021-04-30,6.78,0.182,192
Africa,2021-05-01,5.728,0.204,191
Africa,2021-05-02,4.47,0.166,191
Africa,2021-05-03,4.961,0.185,195
Africa,2021-05-04,5.222,0.241,205
Africa,2021-05-05,6.914,0.247,198
Africa,2021-05-06,9.535,0.275,204
Africa,2021-05-07,6.729,0.208,248
Africa,2021-05-08,4.591,0.167,259
Africa,2021-05-09,6.984,0.185,273
Africa,2021-05-10,5.019,0.252,283
Africa,2021-05-11,5.223,0.226,288
Africa,2021-05-12,6.486,0.22,292
Africa,2021-05-13,6.204,0.165,291
Africa,2021-05-14,5.866,0.18,252
Africa,2021-05-15,5.021,0.172,266
Africa,2021-05-16,5.137,0.16,272
Africa,2021-05-17,5.264,0.185,281
Africa,2021-05-18,7.667,0.231,299
Africa,2021-05-19,7.314,0.255,333
Africa,2021-05-20,8.265,0.266,372
Africa,2021-05-21,7.301,0.267,411
Africa,2021-05-22,7.173,0.15,413
Africa,2021-05-23,5.845,0.144,415
Africa,2021-05-24,6.103,0.201,420
Africa,2021-05-25,4.182,0.2,440
Africa,2021-05-26,10.203,0.218,429
Africa,2021-05-27,8.398,0.208,427
Africa,2021-05-28,8.94,0.215,422
Africa,2021-05-29,8.523,0.182,427
Africa,2021-05-30,4.283,0.144,434
Africa,2021-05-31,9.47,0.238,441
Africa,2021-06-01,7.268,0.23,417
Africa,2021-06-02,9.927,0.223,417
Africa,2021-06-03,10.651,0.183,424
Africa,2021-06-04,10.728,0.2,407
Africa,2021-06-05,9.127,0.185,390
Africa,2021-06-06,9.142,0.178,387
Africa,2021-06-07,8.192,0.2,386
Africa,2021-06-08,9.332,0.297,408
Africa,2021-06-09,13.299,0.261,417
Africa,2021-06-10,15.616,0.228,410
Africa,2021-06-11,14.29,0.273,427
Africa,2021-06-12,14.981,0.239,426
Africa,2021-06-13,12.147,0.195,428
Africa,2021-06-14,11.22,0.241,430
Africa,2021-06-15,14.257,0.341,407
Africa,2021-06-16,18.888,0.299,382
Africa,2021-06-17,19.591,0.275,379
Africa,2021-06-18,17.312,0.281,375
Africa,2021-06-19,17.05,0.299,376
Africa,2021-06-20,16.524,0.273,387
Africa,2021-06-21,17.092,0.351,393
Africa,2021-06-22,16.343,0.456,388
Africa,2021-06-23,23.613,0.363,394
Africa,2021-06-24,24.463,0.393,389
Africa,2021-06-25,25.196,0.379,392
Africa,2021-06-26,24.856,0.353,391
Africa,2021-06-27,19.757,0.322,379
Africa,2021-06-28,17.903,0.381,357
Africa,2021-06-29,20.378,0.374,358
Africa,2021-06-30,27.867,0.561,366
Africa,2021-07-01,30.823,0.57,365
Africa,2021-07-02,30.996,0.491,350
Africa,2021-07-03,31.224,0.35,351
Africa,2021-07-04,22.797,0.45,344
Africa,2021-07-05,20.316,1.087,353
Africa,2021-07-06,26.48,0.599,343
Africa,2021-07-07,31.905,0.585,337
Africa,2021-07-08,33.98,0.654,336
Africa,2021-07-09,33.474,0.628,348
Africa,2021-07-10,32.653,0.496,347
Africa,2021-07-11,25.462,0.437,347
Africa,2021-07-12,24.781,0.451,370
Africa,2021-07-13,27.632,0.779,397
Africa,2021-07-14,31.75,0.761,420
Africa,2021-07-15,34.911,0.647,474
Africa,2021-07-16,29.732,0.721,449
Africa,2021-07-17,28.044,0.555,444
Africa,2021-07-18,25.864,0.484,429
Africa,2021-07-19,21.714,0.519,431
Africa,2021-07-20,24.108,0.753,415
Africa,2021-07-21,23.987,0.665,405
Africa,2021-07-22,27.745,0.713,369
Africa,2021-07-23,22.742,0.574,392
Africa,2021-07-24,25.55,0.771,390
Africa,2021-07-25,23.723,0.636,396
Africa,2021-07-26,24.276,0.645,413
Africa,2021-07-27,22.581,0.618,465
Africa,2021-07-28,34.921,0.726,514
Africa,2021-07-29,34.212,0.926,558
Africa,2021-07-30,30.899,0.575,571
Africa,2021-07-31,26.009,0.623,592
Africa,2021-08-01,24.569,0.661,603
Africa,2021-08-02,24.538,0.626,585
Africa,2021-08-03,23.488,0.722,658
Africa,2021-08-04,32.448,0.816,627
Africa,2021-08-05,34.336,0.649,593
Africa,2021-08-06,30.16,0.733,615
Africa,2021-08-07,26.084,0.561,631
Africa,2021-08-08,24.462,0.514,649
Africa,2021-08-09,23.827,0.583,694
Africa,2021-08-10,24.78,0.451,580
Africa,2021-08-11,24.853,0.803,614
Africa,2021-08-12,33.281,0.822,663
Africa,2021-08-13,29.072,0.791,663
Africa,2021-08-14,24.333,0.51,660
Africa,2021-08-15,21.018,0.516,684
Africa,2021-08-16,20.85,0.558,716
Africa,2021-08-17,23.181,0.761,809
Africa,2021-08-18,31.567,0.733,845
Africa,2021-08-19,28.251,0.543,874
Africa,2021-08-20,26.679,0.503,903
Africa,2021-08-21,22.43,0.452,959
Africa,2021-08-22,19.961,0.465,967
Africa,2021-08-23,34.672,0.511,996
Africa,2021-08-24,21.403,0.589,1023
Africa,2021-08-25,25.914,0.717,1040
Africa,2021-08-26,27.705,0.612,1061
Africa,2021-08-27,24.428,0.549,1126
Africa,2021-08-28,21.026,0.547,1114
Africa,2021-08-29,15.367,0.485,1205
Africa,2021-08-30,15.407,0.48,1172
Africa,2021-08-31,16.309,0.559,1133
Africa,2021-09-01,22.115,0.459,1119
Africa,2021-09-02,20.433,0.608,1088
Africa,2021-09-03,18.755,0.442,1033
Africa,2021-09-04,15.287,0.369,1088
Africa,2021-09-05,13.067,0.269,1017
Africa,2021-09-06,12.091,0.386,1079
Africa,2021-09-07,13.653,0.441,1038
Africa,2021-09-08,16.965,0.365,989
Africa,2021-09-09,15.622,0.405,994
Africa,2021-09-10,14.273,0.443,1076
Africa,2021-09-11,11.121,0.278,1121
Africa,2021-09-12,9.409,0.275,1149
Africa,2021-09-13,8.887,0.314,1080
Africa,2021-09-14,18.083,0.437,1108
Africa,2021-09-15,12.435,0.314,1114
Africa,2021-09-16,15.354,0.417,1188
Africa,2021-09-17,11.511,0.319,1111
Africa,2021-09-18,8.255,0.277,1035
Africa,2021-09-19,6.764,0.179,1031
Africa,2021-09-20,7.849,0.228,1050
Africa,2021-09-21,8.245,0.292,1064
Africa,2021-09-22,11.506,0.344,1101
Africa,2021-09-23,28.065,0.334,1041
Africa,2021-09-24,8.663,0.396,1036
Africa,2021-09-25,7.128,0.207,1030
Africa,2021-09-26,4.324,0.167,1039
Africa,2021-09-27,6.384,0.322,1045
Africa,2021-09-28,6.302,0.279,1028
Africa,2021-09-29,11.507,0.239,1000
Africa,2021-09-30,9.764,0.342,959
Africa,2021-10-01,12.456,0.856,968
Africa,2021-10-02,4.568,0.151,976
Africa,2021-10-03,3.918,0.17,952
Africa,2021-10-04,3.547,0.146,930
Africa,2021-10-05,6.464,0.234,935
Africa,2021-10-06,8.888,0.223,962
Africa,2021-10-07,5.791,0.234,970
Africa,2021-10-08,4.387,0.229,958
Africa,2021-10-09,3.442,0.127,940
Africa,2021-10-10,3.377,0.164,938
Africa,2021-10-11,3.818,0.147,943
Africa,2021-10-12,4.033,0.188,968
Africa,2021-10-13,6.958,0.19,989
Africa,2021-10-14,4.572,0.134,1001
Africa,2021-10-15,4.323,0.167,1048
Africa,2021-10-16,3.351,0.164,1084
Africa,2021-10-17,2.861,0.139,1116
Africa,2021-10-18,4.885,0.115,1138
Africa,2021-10-19,4.348,0.172,1130
Africa,2021-10-20,3.294,0.176,1111
Africa,2021-10-21,4.094,0.179,1112
Africa,2021-10-22,3.338,0.134,1109
Africa,2021-10-23,2.884,0.14,1110
Africa,2021-10-24,2.368,0.109,1104
Africa,2021-10-25,4.813,0.134,1151
Africa,2021-10-26,3.622,0.156,1204
Africa,2021-10-27,5.465,0.203,1215
Africa,2021-10-28,4.234,0.143,1230
Africa,2021-10-29,3.527,0.12,1240
Africa,2021-10-30,2.615,0.088,1257
Africa,2021-10-31,2.933,0.097,1258
Africa,2021-11-01,3.359,0.108,1198
Africa,2021-11-02,3.483,0.132,1131
Africa,2021-11-03,4.018,0.137,1100
Africa,2021-11-04,3.592,0.14,1078
Africa,2021-11-05,7.764,0.169,1036
Africa,2021-11-06,3.166,0.117,995
Africa,2021-11-07,2.84,0.102,1022
Africa,2021-11-08,3.857,0.104,1057
Africa,2021-11-09,4.124,0.122,1102
Africa,2021-11-10,6.454,0.16,1153
Africa,2021-11-11,4.224,0.136,1197
Africa,2021-11-12,3.516,0.123,1214
Africa,2021-11-13,2.955,0.094,1236
Africa,2021-11-14,2.139,0.059,1197
Africa,2021-11-15,4.033,0.149,1167
Africa,2021-11-16,3.857,0.138,1130
Africa,2021-11-17,3.531,0.113,1093
Africa,2021-11-18,3.618,0.125,1051
Africa,2021-11-19,3.465,0.093,1054
Africa,2021-11-20,2.876,0.09,1072
Africa,2021-11-21,3.052,0.093,1118
Africa,2021-11-22,3.047,0.098,1163
Africa,2021-11-23,3.631,0.141,1222
Africa,2021-11-24,4.193,0.12,1296
Africa,2021-11-25,4.221,0.188,1383
Africa,2021-11-26,4.115,0.087,1429
Africa,2021-11-27,3.992,0.087,1441
Africa,2021-11-28,4.002,0.052,1427
Africa,2021-11-29,4.803,0.161,1447
Africa,2021-11-30,5.875,0.103,1456
Africa,2021-12-01,9.541,0.141,1428
Africa,2021-12-02,11.447,0.109,1409
Africa,2021-12-03,15.539,0.107,1475
Africa,2021-12-04,14.673,0.07,1450
Africa,2021-12-05,10.438,0.059,1427
Africa,2021-12-06,12.324,0.144,1377
Africa,2021-12-07,14.471,0.092,1335
Africa,2021-12-08,24.226,0.115,1312
Africa,2021-12-09,23.31,0.098,1271
Africa,2021-12-10,19.461,0.085,1209
Africa,2021-12-11,23.689,0.111,1240
Africa,2021-12-12,32.591,0.079,1283
Africa,2021-12-13,12.267,0.078,1318
Africa,2021-12-14,27.995,0.143,1346
Africa,2021-12-15,33.756,0.114,1371
Africa,2021-12-16,31.825,0.104,1457
Africa,2021-12-17,29.855,0.098,1489
Africa,2021-12-18,20.248,0.1,1538
Africa,2021-12-19,20.889,0.067,1583
Africa,2021-12-20,24.755,0.212,1637
Africa,2021-12-21,25.528,0.124,1699
Africa,2021-12-22,36.582,0.165,1761
